zip,lat,lon
12230,42.614852,-73.970812
13697,44.755383,-74.81213
14063,42.425683,-79.3371
13090,43.152017,-76.22068
13757,42.411895,-74.91372
14413,43.222735,-76.982149
11360,40.780386,-73.78005
14215,42.934757,-78.8118
11042,40.760128,-73.69379
11542,40.864757,-73.62609
13156,43.337718,-76.6729
12309,42.800276,-73.88096
10162,40.769334,-73.94893
14740,42.230692,-79.17185
13848,42.214705,-75.727699
13850,42.075874,-76.02837
11218,40.644552,-73.97595
12776,41.94836,-74.94475
12406,42.130111,-74.57574
12460,42.406464,-74.15692
14809,42.419988,-77.43392
12494,41.961316,-74.27687
12432,41.949795,-74.003246
13450,42.69983,-74.81731
14270,42.768413,-78.887094
10528,40.972667,-73.71886
12196,42.631625,-73.61619
13123,43.236407,-75.776918
14083,42.676913,-78.44075
14476,43.339304,-78.02581
12463,42.174411,-74.01599
12958,44.958106,-73.58022
13615,44.005613,-75.98315
14141,42.516248,-78.68944
14167,42.750175,-78.32283
14623,43.087613,-77.6352
13864,42.298203,-76.38844
14876,42.429721,-76.925846
11233,40.676938,-73.91858
12051,42.353773,-73.82774
14061,42.594627,-79.08404
14645,43.286024,-77.684264
12024,42.494981,-73.510676
13362,42.980334,-75.518569
13835,42.396659,-76.15709
12825,42.973468,-74.406393
14626,43.214613,-77.70626
12438,42.183045,-74.925617
12538,41.779541,-73.90155
13809,42.392104,-75.41093
10981,41.323172,-74.288565
14443,42.900966,-77.42331
14414,42.899233,-77.73372
10562,41.176837,-73.84741
14226,42.968057,-78.80047
12175,42.559096,-74.55282
13072,42.763823,-75.75188
11731,40.865998,-73.31796
14170,42.692304,-78.67147
12208,42.654978,-73.80053
12182,42.785887,-73.66221
11368,40.747106,-73.85838
11697,40.560167,-73.90891
12164,43.515611,-74.37431
12514,41.874183,-73.76727
13316,43.377083,-75.74261
10560,41.32797,-73.61306
14885,42.041973,-77.5632
12015,42.279649,-73.81701
11222,40.726302,-73.94559
11252,40.645099,-73.945032
13630,44.494708,-75.29944
12570,41.614667,-73.67709
13753,42.302716,-74.91667
14481,42.780121,-77.91499
13611,43.778046,-76.125914
14840,42.453547,-77.18019
12836,43.750773,-73.51881
13428,42.923583,-74.55536
14047,42.694598,-78.98151
12465,42.136293,-74.473639
13163,43.078461,-75.701639
13904,42.110927,-75.85223
13654,44.563604,-75.48794
10466,40.89095,-73.84702
12065,42.853676,-73.78445
12416,42.105611,-74.29143
13139,42.742057,-76.628454
11732,40.848766,-73.53478
11739,40.922326,-72.637078
13388,43.606444,-75.103186
12407,42.321453,-74.33926
12733,41.732505,-74.60896
12185,42.884779,-73.53703
12474,42.285644,-74.59011
10962,41.047996,-73.96215
12938,41.773053,-73.856116
13635,44.314998,-75.26149
13790,42.125725,-75.96686
10550,40.907607,-73.83709
10915,41.555634,-74.328805
13166,43.056292,-76.5563
14433,43.07351,-76.87557
11733,40.932053,-73.10666
12159,42.646978,-73.87151
12249,42.614852,-73.970812
10123,40.751489,-73.990537
10946,41.507236,-74.412119
12822,43.248892,-73.85172
14558,42.855409,-77.687643
10310,40.63212,-74.11551
11026,40.754757,-73.601772
12009,42.698692,-74.03148
12018,42.62742,-73.53494
10933,41.365286,-74.510918
12154,42.925765,-73.60664
12792,41.522825,-74.93164
12992,44.819829,-73.51156
13613,44.864624,-74.75386
13669,44.683636,-75.49024
14585,42.901162,-77.54848
14615,43.204695,-77.65194
11571,40.754757,-73.601772
12496,42.326918,-74.24657
13145,43.653475,-76.13214
10537,41.337335,-73.88689
12851,43.841369,-74.03747
12860,43.719612,-73.81116
13116,43.077067,-76.00695
13140,43.049797,-76.66055
14174,43.247054,-79.02562
10168,40.751933,-73.976794
11219,40.632449,-73.99629
14420,43.214261,-77.93937
11530,40.725257,-73.64056
11779,40.818826,-73.1187
12750,41.729581,-74.961146
13763,42.206745,-75.74488
12179,42.71144,-73.525561
14058,43.091886,-78.15151
12484,41.850294,-74.16619
12760,41.901849,-75.10493
10048,40.712086,-74.01227
13326,42.703091,-74.91413
11780,40.884394,-73.15868
10633,41.119008,-73.732996
11572,40.636286,-73.6374
12441,41.878801,-74.345684
13612,44.003136,-75.77839
14537,43.033002,-77.157465
14609,43.175113,-77.56272
12031,42.770985,-74.44694
12823,43.178983,-73.40767
13745,42.173775,-75.872839
14038,42.947259,-78.474444
14555,43.269332,-76.9876
11254,40.645099,-73.945032
12033,42.534631,-73.71327
12766,41.815316,-74.97995
11499,40.651378,-73.870779
11963,40.99628,-72.31074
11433,40.696538,-73.78734
12111,42.614852,-73.970812
12919,44.965887,-73.43636
10803,40.902221,-73.80717
13744,42.250715,-75.91871
12028,42.932315,-73.44521
12523,42.080964,-73.77856
14719,42.329183,-78.87436
10121,40.74964,-73.991889
12241,42.614852,-73.970812
12790,41.592087,-74.50677
10110,40.753987,-73.980811
10912,41.387822,-74.354699
12524,41.537232,-73.8972
13698,43.775216,-76.202658
13776,42.457398,-75.33434
14233,42.768413,-78.887094
12512,41.552793,-73.968183
10505,41.33431,-73.749244
10533,41.039005,-73.8635
11020,40.771082,-73.71819
12726,41.694153,-74.97593
10177,40.755345,-73.97609
10558,41.119008,-73.732996
14825,42.043018000000004,-76.62459
14144,43.199494,-79.042477
13449,43.239274,-75.47796
14269,42.768413,-78.887094
14653,43.286024,-77.684264
11819,40.754757,-73.601772
14736,42.130247,-79.74933
12036,42.546034,-74.67315
12935,44.83218,-73.80001
12763,41.690795,-74.52273
12855,43.996303,-73.72147
13352,43.328187,-75.117319
10007,40.714754,-74.00721
12530,42.210991,-73.687001
13081,42.667102,-76.62939
12436,42.19551,-74.102319
11364,40.746718,-73.75994
14894,42.01359,-76.75307
11570,40.663935,-73.63792
12108,43.525388,-74.40875
13687,44.501065,-74.86633
14475,42.933105,-77.49687
11957,41.151826,-72.27511
12053,42.749499,-74.18601
12477,42.085634,-73.97685
13110,42.891595,-76.28318
14804,42.321173,-77.82312
10276,40.780751,-73.977182
13647,44.608735,-74.973218
14052,42.770859,-78.59804
10037,40.813385,-73.93616
11947,40.943323,-72.57996
12469,42.442592,-74.24159
12487,41.855761,-73.99207
13074,43.317683,-76.56767
11371,40.772072,-73.87509
12547,41.656805,-73.96831
12872,44.145678,-73.815204
14801,42.104389,-77.28857
12858,43.888754,-73.65812
12942,44.25462,-73.78934
12563,41.483689,-73.57293
12828,43.253125,-73.58549
13301,43.419132,-75.21942
14068,43.02534,-78.76241
10026,40.802853,-73.95471
10250,40.709387,-74.016529
10956,41.145495,-73.9949
12996,44.373007,-73.40668
13363,43.311975,-75.50677
11566,40.666575,-73.55475
12911,44.530527,-73.46734
10977,41.116795,-74.04504
12926,44.953782,-74.32809
13060,43.025843,-76.42589
13778,42.336771,-75.75964
14723,42.316386,-79.1364
10551,41.119008,-73.732996
12491,41.998199,-74.10967
14450,43.091714,-77.43483
11692,40.592939,-73.79568
12507,42.005984,-73.92132
13045,42.591109,-76.19217
12205,42.713328,-73.8179
12504,42.035434,-73.909234
12413,42.307982,-74.008
14103,43.217155,-78.38746
14727,42.213216,-78.28649
10557,41.119008,-73.732996
10130,40.780751,-73.977182
11790,40.906174,-73.12748
10060,40.780751,-73.977182
11385,40.703069,-73.89285
11772,40.770898,-73.00213
12517,42.144585,-73.51463
13436,43.807314,-74.66771
11959,40.825411,-72.60506
12308,42.820909,-73.92002
11782,40.739869,-73.07198
11484,40.651378,-73.870779
11531,40.754757,-73.601772
12430,42.183262,-74.52154
14032,43.019908,-78.63497
10701,40.943525,-73.88176
11797,40.813801,-73.46912
12433,42.000093,-74.15946
12752,41.677243,-74.99109
12136,42.437594,-73.55599
12775,41.614218,-74.58836
11576,40.793839,-73.65156
12831,43.174566,-73.68848
13118,42.755698,-76.41226
14082,42.661838,-78.38309
11745,40.922326,-72.637078
12816,43.039226,-73.38557
10102,40.780751,-73.977182
13093,43.431311,-76.200448
11022,40.754757,-73.601772
13164,43.088699,-76.31946
13343,43.743932,-75.34971
12886,43.638462,-73.91693
12997,44.145678,-73.815204
14703,42.342529,-79.41091
11975,40.947419,-72.24505
13033,43.182054,-76.57176
14504,42.970621,-77.2298
10475,40.878522,-73.82541
14560,42.674773,-77.58341
12140,42.693228,-73.56922
12223,42.614852,-73.970812
12288,42.614852,-73.970812
10176,40.75557,-73.978877
11255,40.645099,-73.945032
12202,42.640129,-73.76061
12236,42.614852,-73.970812
12017,42.323565,-73.45257
12134,43.21892,-74.14822
14094,43.160857,-78.68756
14130,42.543108,-78.153849
11202,40.645099,-73.945032
13160,42.832007,-76.66641
14172,43.307288,-78.83368
10118,40.748998,-73.986467
14895,42.094855,-77.94686
10116,40.780751,-73.977182
10516,41.440695,-73.9314
11375,40.720535,-73.84582
12443,41.92674,-74.06797
12937,44.972087,-74.48703
11237,40.703355,-73.91993
11411,40.693538,-73.73574
12887,43.547822,-73.38318
11977,40.81819,-72.67835
12721,41.564426,-74.4265
14422,43.079217,-78.06371
14112,42.691742,-78.992658
13839,42.236762,-75.25901
14037,42.814667,-78.46076
10453,40.853017,-73.91214
11025,40.754757,-73.601772
12186,42.638481,-73.95946
12193,42.515818,-74.04978
12742,41.720235,-74.72901
10081,40.780751,-73.977182
10163,40.780751,-73.977182
12059,42.621933,-74.05574
13488,42.680906,-74.76529
14517,42.589984,-77.9075
10594,41.120025,-73.77687
13042,43.252083999999996,-75.84853
12964,44.129094,-73.64792
12976,44.552725,-74.317958
13040,42.560795,-75.93241
10109,40.780751,-73.977182
11778,40.954093,-72.92884
13616,44.030831,-75.85521
14169,42.767333,-78.585646
14201,42.896406999999996,-78.88515
14844,42.160717,-76.878456
14847,42.614518,-76.72405
14559,43.189862,-77.81809
10080,40.780751,-73.977182
11547,40.828143,-73.64401
13054,43.165514,-75.68091
13415,42.590419,-75.195695
14110,42.768413,-78.887094
10029,40.791586,-73.94575
12131,42.482123,-74.45715
12531,41.519085,-73.67241
11717,40.783954,-73.24517
10044,40.762174,-73.94917
11120,40.651378,-73.870779
11415,40.706903,-73.82973
13155,42.662648,-75.76265
10465,40.825727,-73.81752
14303,43.086355,-79.03736
14702,42.081657,-79.294921
14715,42.076186,-78.14489
13484,42.854631,-75.660462
14220,42.845758000000004,-78.8187
10010,40.739022,-73.98205
11760,40.810246,-73.191789
14591,42.829405,-78.08887
10119,40.750824,-73.99289
11549,40.754757,-73.601772
11420,40.673138,-73.81443
13396,42.839697,-75.544322
12046,42.475609,-73.92656
12158,42.539822,-73.81545
14756,42.19815,-79.417353
13367,43.794492,-75.46905
13322,42.969624,-75.22603
14810,42.351281,-77.3361
13659,43.743998,-75.89354
11002,40.754757,-73.601772
14767,42.043339,-79.51361
10455,40.815559,-73.90771
10916,41.451074,-74.24346
13036,43.299689,-76.15144
13103,43.339851,-76.096357
14098,43.338755,-78.3931
14664,43.286024,-77.684264
11718,40.720746,-73.26614000000001
12550,41.521593,-74.04072
14625,43.143663,-77.51114
10588,41.330178,-73.82973
11738,40.83469,-73.0386
11949,40.855861,-72.79736
12856,43.722082,-74.10546
12510,41.759905,-73.743714
13410,42.937863,-74.611711
10988,41.314931,-74.550346
12533,41.573253,-73.79347
13803,42.453663,-76.06983
12176,42.393192,-73.96763
14223,42.972207,-78.84234000000001
13657,44.035703,-76.090424
12952,44.715159,-73.91824
13453,43.436919,-75.881404
13673,44.160785,-75.71159
11941,40.824658,-72.72356
13863,42.437964,-75.89884
11755,40.855402,-73.11839
12304,42.779026,-73.90507
12481,41.974857,-74.20686
11248,40.645099,-73.945032
13504,43.136033,-75.432486
12506,41.759905,-73.743714
12525,41.691524,-74.18764
12107,42.660046,-74.116812
12115,42.469991,-73.58587
12231,42.614852,-73.970812
12516,42.112895,-73.56201
14035,42.49064,-78.849861
13101,42.593363,-76.07789
13439,42.852372,-74.99121
14135,42.488983,-79.238997
14897,42.034218,-77.79269
12016,42.910206,-74.423606
13069,43.32347,-76.40029
10122,40.751757,-73.992171
13942,43.114669,-75.305811
10579,41.390356,-73.8377
14065,42.483508,-78.30011
14616,43.232312,-77.64905
10114,40.780751,-73.977182
11551,40.754757,-73.601772
10131,40.780751,-73.977182
10519,41.34598,-73.66199
11793,40.676649,-73.51122
14534,43.071131,-77.51181
10953,41.409284,-74.083045
11102,40.771286,-73.92462
12155,42.587708,-74.83536
13261,43.02143,-76.197701
13260,43.02143,-76.197701
14449,43.235369,-77.137642
12582,41.549525,-73.72745
13457,42.775805,-75.048502
13814,42.603574,-75.528221
11024,40.812887,-73.74094
14627,43.127513,-77.627674
10011,40.741012,-74.00012
13252,43.050966,-76.156696
14561,42.815171,-77.1321
14842,42.595985,-76.94713
14841,42.521501,-76.86246
11955,40.805789,-72.82092
12212,42.716774,-73.810373
12468,42.297725,-74.40063
12503,42.045941,-73.57792
13643,44.014698,-75.728357
12410,42.114646,-74.4557
11705,40.74485,-73.055
11750,40.922326,-72.637078
12062,42.525531,-73.50207
11451,40.651378,-73.870779
12910,44.879986,-73.65694
13206,43.069866,-76.10724
13752,42.187835,-74.89418
11710,40.673438,-73.53382
13766,42.155346,-76.071767
14589,43.24816,-77.18498
10595,41.083848,-73.77785
12451,42.281117,-73.94006
12901,44.693271,-73.46617
13304,43.242724,-75.1659
12541,42.142068,-73.757399
12544,42.259623,-73.667962
13618,44.114183,-76.29288
14886,42.51432,-76.6689
12093,42.496939,-74.62813
12424,42.240343,-74.15932
10468,40.867107,-73.89916
10801,40.915845,-73.78643
13837,42.183045,-74.925617
12419,41.852449,-74.10605
12564,41.570328,-73.59825
13677,44.673438,-75.082041
10540,41.333398,-73.724257
10203,40.780751,-73.977182
12838,43.345875,-73.40651
14610,43.142259,-77.54587
11378,40.724096,-73.90271
13473,43.654278,-75.43828
13811,42.222777,-76.17822
12260,42.614852,-73.970812
12475,42.017632,-74.007868
13472,43.460951,-74.957099
12941,44.3919,-73.73028
13401,43.267243,-75.688223
13847,42.183045,-74.925617
14051,43.025217,-78.70394
14708,42.016108,-78.05768
11713,40.771447,-72.94663
12501,41.852959,-73.55727
13340,43.046471,-75.10019
13797,42.335102,-76.02313
11935,41.012868,-72.4723
10459,40.825432,-73.89327
12444,42.260634,-74.27527
12749,41.6896,-74.8272
11771,40.868882,-73.52292
12345,42.833261,-74.058015
10018,40.755101,-73.99337
12549,41.520396,-74.24712
14136,42.535276,-79.16539
11228,40.617563,-74.01168
11736,40.754757,-73.601772
14718,42.343265,-79.30101
13315,42.728271,-75.14144
10457,40.846745,-73.89861
14803,42.258793,-77.77793
12067,42.561226,-73.92528
13755,42.086268,-75.00691
10016,40.74618,-73.97759
13411,42.626177,-75.31502
11747,40.791593,-73.40543
12064,42.615422,-74.6595
11740,40.862565,-73.36221
12529,42.204681,-73.54775
13361,42.902922,-74.89149
11099,40.754757,-73.601772
12590,41.59466,-73.89579
14620,43.132474,-77.60377
10566,41.288258,-73.91928
10587,41.328737,-73.742268
10975,41.246428,-74.17141
11795,40.713459,-73.3001
12934,44.865972,-73.89584
11545,40.823957,-73.60415
12070,42.970827,-74.24778
12833,43.128878,-73.8555
13126,43.449201,-76.47992
14836,42.523195,-77.93008
10456,40.829676,-73.90856
13679,44.323952,-75.76895
14224,42.836858,-78.75557
13903,42.077258,-75.90226
13302,43.499843,-75.97716
10583,40.98845,-73.79716
11721,40.890598,-73.37536
14760,42.076574,-78.42744
14889,42.212809,-76.58618
11708,40.922326,-72.637078
13209,43.081324,-76.23488
10159,40.780751,-73.977182
12786,41.649008,-74.85751
14010,42.768413,-78.887094
13476,43.079233,-75.5134
13746,42.261923,-75.84463
10520,41.215541,-73.88543
10278,40.715721,-74.00395
12809,43.229054,-73.4674
12815,43.703484,-73.71123
11535,40.754757,-73.601772
11853,40.754757,-73.601772
14549,42.692874,-78.022364
11758,40.68085,-73.46289
11798,40.752098,-73.36516
12194,42.529042,-74.44937
12922,44.224185,-74.76539
13825,42.417489,-75.18605
11053,40.754757,-73.601772
14075,42.734051,-78.8413
14852,42.445074,-76.467233
11230,40.622994,-73.96427
11932,40.939075,-72.30514
12242,42.614852,-73.970812
11106,40.762012,-73.93147
10943,41.387822,-74.354699
10960,41.089746,-73.9258
12423,42.378679,-74.10443
14880,42.170951,-77.97556
10126,40.780751,-73.977182
10629,41.119008,-73.732996
12234,42.614852,-73.970812
11976,40.919693,-72.34407
14877,42.060154,-77.68455
11520,40.653935,-73.587
12110,42.74964,-73.76802
14905,42.087824,-76.83686
11240,40.645099,-73.945032
11784,40.869274,-73.04254
12262,42.614852,-73.970812
12962,44.711769,-73.58219
14857,42.515233,-76.92063
12824,43.50964,-73.69776
13102,42.554215,-76.292723
11568,40.787368,-73.60119
12461,41.912356,-74.24724
13408,42.923334,-75.66314
13470,43.180412,-74.66524
12821,43.461692,-73.40197
13353,43.392434,-74.72675
12032,43.158567,-74.49646
12485,42.199479,-74.12514
13083,43.647881,-76.0167
10452,40.838745,-73.92234
11767,40.842962,-73.14303
13424,43.158258,-75.34281
13201,43.02143,-76.197701
14813,42.238994,-78.01907
12811,43.62422,-74.061201
14714,42.279786,-78.23769
12586,41.563701,-74.1755
10471,40.900819,-73.90347
11815,40.754757,-73.601772
12086,42.981745,-74.14257
14860,42.590355,-76.84745
10281,40.714643,-74.014958
11244,40.645099,-73.945032
12983,44.324736,-74.16843
10256,40.780751,-73.977182
11516,40.627386,-73.72852
13148,42.924166,-76.78366
10014,40.734718,-74.00532
11381,40.651378,-73.870779
10106,40.765243,-73.980438
13027,43.165134,-76.33901
13796,42.540359,-75.14604
14586,43.040271,-77.68215000000001
13482,42.704333,-75.184913
14543,42.98723,-77.67433
13489,43.453661,-75.52172
12170,42.975154,-73.66576
11040,40.742901,-73.67895
11724,40.865731,-73.44645
12180,42.731628,-73.66465
13478,43.141727,-75.57702
10572,41.119008,-73.732996
11054,40.754757,-73.601772
11104,40.743796,-73.91949
11939,41.128923,-72.34189
13030,43.164297,-75.96057
10178,40.751378,-73.978507
12061,42.593047,-73.67343
12483,41.663895,-74.424533
11351,40.781703,-73.831698
13355,42.81488,-75.43424
12943,44.171625,-73.78131
11550,40.702271,-73.61741
12722,41.719016,-74.755373
12769,41.651453,-74.436159
12543,41.484988,-74.2161
13324,43.317064,-74.97449
13460,42.680051,-75.46547
14660,43.286024,-77.684264
10512,41.444833,-73.6845
12184,42.426901,-73.66405
14039,42.829129,-78.17657
14466,42.787276,-77.58983
10995,41.160945,-74.060826
14064,43.158013,-77.607049
14221,42.977456,-78.73356
14551,43.226024,-77.03599
10043,40.780751,-73.977182
10461,40.842917,-73.83819
11208,40.672666,-73.87248
11213,40.670937,-73.93459
12916,44.830736,-74.51434
12166,42.831683,-74.45667
13357,42.992323,-75.0615
13749,42.206745,-75.74488
14507,42.702921,-77.27447
11592,40.621753,-73.632673
12725,41.926119,-74.55675
12783,41.736523,-74.82634
12924,44.706561,-73.744555
13214,43.038099,-76.07635
12974,44.041901,-73.46132
14041,42.408583,-78.984391
14066,42.619549,-78.16153
14706,42.10143,-78.51587
11706,40.729098,-73.25607
12480,42.142121,-74.4065
14086,42.904258,-78.65519
13138,42.89274,-76.026459
13775,42.333285,-75.16086
13787,42.197905,-75.65578
12588,41.878801,-74.345684
12915,44.552725,-74.317958
13035,42.938816,-75.83037
13804,42.215297,-75.35815
14898,42.065376,-77.42392
11001,40.7232,-73.70475
11946,40.875897,-72.52063
13754,42.076427,-75.44551
13732,42.059433,-76.14733
14638,43.286024,-77.684264
14879,42.330602,-77.19305
10167,40.754862,-73.97495
10169,40.754463,-73.97606
11358,40.760522,-73.79612
12812,43.865351,-74.43366
12977,44.145678,-73.815204
14871,42.048032,-76.90521
14850,42.449454,-76.49685
12580,41.854465,-73.89922
12946,44.292147,-73.95985
13444,42.637549,-75.672508
11583,40.754757,-73.601772
13736,42.306877,-76.204
14216,42.949707,-78.85923
11424,40.651378,-73.870779
11590,40.756287,-73.57536
12076,42.425405,-74.40616
12174,42.343986,-73.73477
12490,42.108689,-73.934577
12862,43.675377,-73.932509
14785,42.155693,-79.412233
14807,42.410387,-77.71394
13622,44.0958,-76.11992
14603,43.161613,-77.606774
13774,41.965435,-75.17968
10521,41.234256,-73.926165
12041,42.543326,-73.97403
12157,42.668825,-74.30134
10172,40.755494,-73.97447
10199,40.750308,-74.00058
11225,40.662892,-73.95509
13696,44.69563,-74.89998
14618,43.116713,-77.55904
10979,41.182344,-74.318354
12920,44.901543,-74.06054
14456,42.853039,-76.99394
12072,42.896974,-74.37495
14424,42.85297,-77.29466
12470,42.284773,-74.02388
13250,43.02143,-76.197701
14613,43.182163,-77.63794
13345,43.818705,-75.480342
12903,44.683468,-73.44639
14009,42.582693,-78.40069
10292,40.780751,-73.977182
10023,40.776099,-73.98285
11101,40.745341,-73.93907
13494,43.524904,-75.142771
10035,40.802395,-73.93359
14206,42.880105,-78.81049
12165,42.317959,-73.51802
13221,43.02143,-76.197701
14733,42.128469,-79.19126
14873,42.525335,-77.29673
14568,43.134783,-77.28515
10927,41.196044,-73.96836
11245,40.645099,-73.945032
12010,42.940644,-74.17899
12190,43.43305,-74.2901
12405,42.320081,-74.07288
12865,43.200351,-73.3526
14133,42.489129,-78.366991
14605,43.167563,-77.6012
11429,40.708833,-73.73903
10467,40.872265,-73.86937
12850,43.092312,-73.97033
13601,43.976735,-75.91199
10261,40.780751,-73.977182
11764,40.946506,-72.98837
11967,40.794317,-72.87181
12069,42.945701,-74.263312
12746,41.436732,-74.64558
13122,42.837642,-75.84778
13416,43.178528,-74.98117
